ה|ו|ל|מ|ז|	h|o|l|m:e|s|
ט:ש|א|ר|ו:ו:י|ט|	c|h|a:r|v:e|t|
נ:ו|ר|ו|ז|	n:o:w|r|u|z|
פ|נ:א|ק|	p:e|n:n:a|c|
ט|י|ר|י|נ|ס|	t|e|r|e|n|c:e|
ב|ר|ט|י|ן|	b|e:r|t|i|n:e|
ג:':י|א|נ|ג|	j:i|a|n|g|
ה|י|ר|א|ק|א|ו|א|	h|i|r|a|k|a|w|a|
ז|ו|ל|ט|א|ן|	z|o|l|t|a|n|
ג:':א|ד|	j:u|d:d|
ט|ו|נ|י|	t|o|n|i|
ד:פ|נ|א|	d:a:f|n|a|
מ|א|ל|י|ק|	m|a|l|i|k|
ג|ר|י|מ|י|	g|r|i|m|i|
ב|א|ב|א|ק|ר|	b|a|b|a|c|a:r|
ק|ו|נ|ש|י|ט|א|	c|o|n|c:h|i|t|a|
ק|י|ר|י|צ:'|נ|ק|ו|	k|i|r|i|c:h:e|n|k|o|
ר|מ:א|ל|	r:a|m:m:a|l|
ב|י|נ|י|ש|	b:e|i|n|i|s:c:h|
מ:ו|ר|י|ד|	m:o:u|r|i|d|
ב|ר|ט|ו|ל|ט|	b|e:r|t|o|l|t|
מ|א|נ|ד|א|	m|a|n|d|a|
נ|פ:ת|ל|י|	n:a|f:t:a|l|i|
ק|א|ד|א|ר|	k|a|d|a|r|
ו|י|ט|מ|א|ן|	w|i|t:t|m|a|n:n|
ר|א|כ|ש|	r|a|k:h|s:h|
נ|י|ו|ת|	n|e|o|t|
ד|א|מ|א|נ|א|ק|י|ס|	d|a|m|a|n|a|k|i|s|
ה|י|ט|י|נ|ג|א|	h:e|i|t|i|n|g|a|
ס|י|מ|ו|ב|י:ט:ש|	s|i|m|o|v|i:c|
ש:י|נ|ט|ו|	s:h:i|n|t|o|
ה|א|נ|ק|י|	h|a|n|k|e|
מ|ו|ס|י|ס|י|ל|י|	m|o|s|i|s|i|l|i|
מ|ל|ק|י|	m:e|l|k|i|
פ|א|פ|ה|	p|a|p:p|e|
פ|ר|י|ד|ו|ן|	f:e|r|i|d|u|n|
ב|ר|ו|ל|	b|r|u|l|
ש|ו|י|מ|ר|	s:c:h|w|i|m:m:e|r|
ב|א|ב|י|	b|a|b|i|
ב|ו|ר|ו|ב|ו|ד|ו|ר|	b|o|r|o|b|u|d|u|r|
מ|ו|ל|י|ל|ו|	m|u|l|i|l|o|
ב|ו|א|ר|ק|	b|u|a|r|q:u:e|
מ|ו|ר|א|ס|א|ק|י|	m|u|r|a|s|a|k|i|
א|ש|ל|י|	a|s:h|l:e|y|
א:ו|ל|ד|פ|י|ל|ד|	o|l|d|f|i|e:l|d|
ח|ו|מ|ס|י|	h|u|m|s:s|i|
נ|ו|ל|א|ן|	n|o|l|a|n|
ס|ט|י|פ|ט|ר|	s|t|i|f|t|e:r|
י|א|ק|ו|ב|ו|	y|a|k|u|b|u|
ב|י|ר|א|ק|	b|i|r|a|k|
ק|ו|ר|ו|ל|י|ו|ב|	k|o|r|o|l|y|o|v|
ל|ו|י|ס|	l:e|w|i|s|
ג:'|ר|י|ק|ו|	j|e:r|i|c:h|o|
א|ס|ט|י|	a|s|t|i|
ד|ו|ל|י|ט|ל|	d|o|l|i|t:t|l:e|
א|ר|ס|	a|r|s|
ח|ו|ר|מ|ח|ב|	h|o|r:e|m|h:e|b|
נ|י|ו|ס|ט|ד|	n|e|w|s|t:e|d|
ה|א|ם|	h|a|m:m|
י|ו|ק|ו|ן|	y|u|k|o|n|
ש|ו|ר|	s:h|o|r:e|
פ|ט|ר|י:ט:ש|	p:e|t|r|i:c|
פ|א|ר|ד|ו|	p|a|r|d|o|
מ|א|נ|ו|ל|י|ט|י|	m|a|n|o|l|e|t|e|
ש|ר|ו|ד|ר|	s:c:h|r|o|e:d|e:r|
ק|ר|ו|י|ף|	c|r|u|y|f:f|
ק|א|ב|י|ל|	c|a|v|e|l:l|
פ|י|י|ט|ר|ו|	p|i|e|t|r|o|
א:י|נ|ד|ו|נ|י:ז:'|א|	i|n|d|o|n:e|s:i|a|
ו|א|ת|י|ק|	w|a|t:h|i|q|
מ|א|ר|ז|ל|	m|a|r|z|e:l|
א|מ|ר|י|ק|א|נ|א|	a|m:e|r|i|c|a|n|a|
ר|ו|ס|ל|א|ן|	r|u|s|l|a|n|
י:ו|ס|ו|	j:u:u|s|o|
ב|ר|ו|נ|ו|	b|r|u|n|o|
ו|א|ל|י|ס|א|	w|a|l|e|s|a|
ק|ו|נ|י|ט|ס|י|ן|	k|u|n|i|t|s|y|n|
א|ל|י|א|נ|ז|	a|l:l|i|a|n|z|
ו|א|ק|ס|מ|א|ן|	w|a|k|s|m|a|n|
ק|ו|פ|א|	c|o|p|a|
ק|ל|י|נ|ט|ו|ן|	c|l|i|n|t|o|n|
ד|ו|ם|	d|o|o:m|
ה|י|י|ה|א|צ:'|י:ר|ו|	h|e|i|h|a|c:h:i|r|o|
פ|א|ד|י|	f|a|d|i|
ז|ב|י|א|ד|	z|v|i|a|d|
מ|י|ל|י|ב|א|נ|ד|	m|i|l|i|b|a|n|d|
מ|ק|א|י|	m:a|k:a|a|y|
ע:ו|ז|י:י:ר|	o|z|e:r|
ה:א:ד|ג:'|נ|ז|	h:u|d:g:e|n|s|
ר|כ|מ|א|נ|י|נ|ו|ף|	r:a|c:h|m|a|n|i|n|o|f:f|
ח|ב|ר|י|	h:a|b|r|e|
מ|י|ק|א|י|ל|	m|i|k|a|e|l|
א|ד|ו|א|ר|ד|ז|	e|d|w|a|r|d|s|
ו:י|נ|י|ק|	w:e:i|n|e|k|
א|ק|ו|נ|ק|א|ג|ו|א|	a|c|o|n|c|a|g|u|a|
ק|ו|י|א|מ|א|ד|א|	k|o|y|a|m|a|d|a|
ר|י|י|ז|ר|	r|e|i|s|e:r|
א|ר|ב|א|ט|י|	e|r|b|a|t|i|
ג|י|ג|י|א|	g:h|i|g:g|i|a|
ט:ר:י|ב|י|ס|ו|	t:r|e:v|i|s|o|
נ|ו|נ|ד|א|	n|o|n|d|a|
ב|א|ר|ד|ו|ן|	b|a|r|d|o|n|
ס|א|ל|ו|מ|ו|ן|	s|a|l|o|m|o|n|
ה|י|פ|ו|ל|י|ט|ו|	h|i|p|o|l|i|t|o|
פ|י|ם|	p|i|m|
ד|י|א|מ|א|נ|ט|י|נ|ו|	d|i|a|m|a|n|t|i|n|o|
ר|ו|נ|א|ל|ד|י|נ|ה|ו|	r|o|n|a|l|d|i|n|h|o|
ב|ל|ק|א|ס|ם|	b:e|l|k|a|c:e|m|
צ:'|י|ד|ל|	c:h:e|a|d|l:e|
ק|צ|ר|י|ן|	k:a|t:z|r|i|n|
ה|נ|א|נ|ו|	h:a|n|a|n|u|
ב|ו|ל|ו|נ|י|	b|o|l|o|n|i|
ב|א|ל|ד|ר|י|	b|a|l|d|r|y|
ס|ו|ז|א|	s|o:u|s|a|
ק|א|ר|י|	k|a|r|e|
ד|ו|ל:ף|	d|o|l:p:h|
ב|ו|ש|	b|u|s:h|
ב|ו|נ|י|ן|	b|u|n|i|n|
פ|י|ר|ו|ס|י|נ|י|	p|e|r|u|s|i|n|i|
ק|א|ר|י|	k|a|r|y|
ל|א|ר|ס|ן|	l|a|r|s|e:n|
ס|א:ר|	s|a:r:r|
א:ו|נ|ט:י:י|ר|י|ו|	o|n|t:a|r|i|o|
ה|ו|ל|ו|י:י|	h|o|l:l|o|w:a:y|
ח|מ:ו|ד|	h:a:m|m:o:u|d|
ק:י|ן|	k:e:a|n:e|
א:ו|ס|ו|א|ל|ד|	o|s|w|a|l|d|
פ|א|נ|א|ג|ו|ל|י|א|ס|	p|a|n|a|g|o:u|l|i|a|s|
ב:ו|ו:א|	b|o:i:s|
ו|י|ש|נ|ו|	v|i|s:h|n|u|
א|ס|ט|ב|א|ן|	e|s|t:e|b|a|n|
מ|ג:'|ד|	m:a|j|e:d|
ס|א|ק|י|מ|ו|ט|ו|	s|a|k|i|m|o|t|o|
נ|י|ק|ו|ל|ו|ד|י|ס|	n|i|k|o|l|o:u|d|i|s|
ק|ל|א|ס|נ|י:ט:ש|	k|l|a|s|n|i:c|
ק|ל|י|מ|ו|ב|	k|l|i|m|o|v|
י|ו|מ|י|	y|u|m|i|
מ|א|ס|א|ש:י|	m|a|s|a|s:h:i|
ו|י|ק|	v|i|k|
ר|א|נ|ס|ו|ם|	r|a|n|s|o|m:e|
ש|ב|ז|י|	s:h:a|b:a|z|i|
ט|ר|א|נ|ס|א|ט|	t|r|a|n|s|a|t|
ד|י|ר|ב|ו|ר|ן|	d|e|a:r|b|o|r|n|
ג|ו|ב:ו|	g|o|v:o:u|
ח|נ|א|ו|י|	h:a|n|a|o:u|i|
מ|א|ק|ו|ן|	m|a|k|o:u|n|
מ|א|מ|א|ד|ו|	m|a|m|a|d|o:u|
ק|ו|ל|י|ט|	c|o|l:l|e|t:t:e|
מ|א|ר|מ|א|ר|י|ס|	m|a|r|m|a|r|i|s|
ו|י|ק|	v|i|c|
ר|י|י|ג:':י|ר|ו|	r|e|i|j:i|r|o|
ה|ו|ר|י|ס|ו|ן|	h|o|r|i|s|o|n|
ר|א|מ|י|	r|a|m|i|
ב|י|ק|י|ט|	b|e|c:k|e|t:t|
ז|י|ג|ה|	z|i:e|g|e|
ס|ו|י|נ|ס|ו|ן|	s|v|e|n|s:s|o|n|
ס|ל|ו|י|ט|ר|	s|l|u|i|t|e:r|
ס|ט|א|ז|י|	s|t|a|s|i|
ק|ו|ס|ט|א|נ|ז|ו|	c|o|s|t|a|n|z|o|
ר|א|מ|י|	r|a|m|y|
ד|א|ר|י|ו|ס|	d|a|r|i|u|s|
מ|ו|א|י|	m|w|a|i|
פ|י|י|ן|	p|a|i|n:e|
מ|ה|נ:א|	m:e|h:a|n:n:a|
ז:י|י|	z:i:y|i|
ז|ר|ק|א|	z|e:r|k|a|
ח|א|ב|י|י|ר|	j|a|v|i|e|r|
ס|א|נ|ט|ו|	s|a|n|t|o|
ק|ר|י|ס|ט|י|א|ן|	c|r|i|s|t|i|a|n|
ב|ל|ק|א|ן|	b:a|l|k|a|n|
ס|י|ט|י|נ|ג|	s|i|t:t|i|n|g|
ג|א|ז|י|א|נ|ט|פ|	g|a|z|i|a|n|t:e|p|
ו|א|נ|ג|	w|a|n|g|
ט|ק|ל|ה|	t:e|k|l|e|
ד|א|נ|י|	d|a|n|y|
פ|א|ל|ק|י|נ|מ|א|י|ר|	f|a|l|k|e|n|m|a|y|e:r|
ב|א|ר|ז|א|נ|י|	b|a|r|z|a|n|i|
ג|ל|א|ל|	g:a|l|a|l|
ג:':ו|נ|ס|ו|ן|	j:o|h:n|s|o|n|
ד|ל|פ|י|נ|ו|	d:e|l|f|i|n|o|
ו|י|ו|א|ל|ד|י|	v|i|v|a|l|d|i|
ס|א|ק|א|מ|ו|ט|ו|	s|a|k|a|m|o|t|o|
ב|א|ל|ב|ו|	b|a|l|b|o|
ק|י|פ|ר|	k|i:e|f:e|r|
ר|ו|נ|י|	r|o|n|i|
ס|ק|א|ר|ל|א|ט|י|	s|c|a|r|l|a|t:t|i|
ד|ו|ר|א|נ|ט|	d|u|r|a|n|t|
ד|א|נ|י|	d|a|n|i|
ח|י:י:ם|	h:a|i:m|
מ|ו|ל|י|ס|	m|u|l:l|i|s|
ק|ו|נ|י|ן|	k|o|n|i|n|
ס|ט|י|ר|ל|י|נ|ג|	s|t|i|r|l|i|n|g|
ק|א:י:פ|ו|	k:a|i:f|u|
מ|י|	m:e|e|
מ|א|ר|י|א|ן|	m|a|r|y|a|n|
נ|א|ט|א|פ|ו|ר|ן|	n|a|t:t|a|p|o|r|n|
ס|א|פ|י|נ|ה|	s|a|f|i|n|a|
ר|ו|נ|י|	r|o|n|y|
ז|א:י|נ|א|ד|פ|ו|ר|	z|a|n|i|d|p|o:u|r|
ש|ע|ת|	s:h:a|a|t:h|
צ:'|ו|	c|h:o|
ט|ו|ל|י|ד|ו|	t|o|l|e|d|o|
ס|י|ס|ו|ק|ו|	s|i|s:s|o|k|o|
ג|י|ג|א|ק:ס|	g|y|g|a|x|
נ|י|ט|ר|א|	n|i|t|r|a|
ט|ו|מ:י|	t|o|m:m:y|
ק|ר|י|ס|	c|r|i|s|
ב|ל|א|ט|ר|	b|l|a|t:t|e:r|
א|ק|א|ק|י|	a|k|a|k|i|
ד|י|ו|ף|	d|i|o:u|f|
צ:':א|נ|ו|ב|	c:h|a:n|o|v|
ס|ו|ז|א|ן|	s|u|s|a|n|
מ|י|ק|א|ל|י|ס|	m|i|c:h|a|l|i|s|
ט|א|י|	t|i|e|
ב|א|ר:א|נ|ק|ו|י|ל|א|	b|a|r:r:a|n|q|u|i|l:l|a|
ק|ו|ר:ו|	c|u|r:r:o|
א|ל|מ|נ|פ|ל|ו|ט|י|	a|l|m:a|n|f:a|l|u|t|i|
פ|ו|ד|	f|o|d:e|
ש|ו|ס|א|ק|ו|	s:h|u|s|a|k|u|
ס|מ|י|ט|נ|א|	s|m|e|t:a|n|a|
ג|י|ל|ו|ן|	g|i|l:l|o|n|
ר|מ|ל|ה|	r:a|m|l|a|
מ|ו|נ|ר:ו|	m|o|n|r:o:e|
ק|א|ר|ט|י|ס|	c|u|r|t|i|s|
ס|ר:ב:א|נ|ט|ס|	c:e|r:v|a:n|t:e|s|
מ|ר|י|	m:a|r|y|
ק:ו|א|ל|ו|ס|ק|י|	k:o:w|a|l:e|w|s|k|i|
מ|י|ד|ו|ר|י|ק|א|ו|א|	m|i|d|o|r|i|k|a|w|a|
מ|ו|ק|ד|א|ד|	m|o|k|d|a|d|
ב|י|נ:ו|	b|e|n:n:o|
מ|ס|ר|ו|ב|	m:e|s|r|o|b|
ל|ו|ר|נ|ז|	l|o|r:e|n|z|
ב|א|נ|ט|ו|ן|	b|u|n|t|o|n|
פ|א|ו|ל|י|נ|ו|	p|a|u|l|i|n|o|
א|ל|ס|מ|נ|י|	e|l|s:a|m|n|i|
פ|א|נ:י|נ|ג|	f|a|n:n:i|n|g|
פ|א|ר|י|ס|	p|a|r|i|s|
ד|א|פ:ו|	d|a|f:o:e|
ט|ו|נ|י|	t|u|n:n:e|y|
ז|ו|א|ג|י|	z|o:u|a|g|i|
ג:':ו|נ|ב|י|נ|י|ט|	j:o|n|b|e|n|e|t|
ק|ו|ס|ו|ב|ו|	k|o|s|o|v|o|
נ|ו|ב|ו|נ|א|ג|א|	n|o|b|u|n|a|g|a|
ע|ר|א|	a|r|a|
ע:ו|מ|ר|	o|m:a|r|
ב|י|ט|א|ט|	b|i|t|a|t|
פ|י|ט|ר|	p|e|t|r|
ק|ר|ו|ט|ו|	k|r|o|t|o|
ס|א|מ|ט|ר|י|ד|י|א|	s|a|m|t|r|e|d|i|a|
ק|ל|א|ר|ק|	c|l|a|r|k|
ט|י|מ|ו|ש|י|נ|ק|ו|	t|y|m|o|s:h|e|n|k|o|
י|ו|ט|י|ר|פ|י|	e|u|t|e|r|p|e|
ש:י|ב|א|ט|א|	s:h:i|b|a|t|a|
ה|ו|ג:':ו|	h|o|j:o|
ב|ו|י|א|נ|ו|ב|י:ט:ש|	v|u|j|a|n|o|v|i:c|
ר:ו|ל|א|נ|ד|	r:o:w|l|a|n|d|
ק|ו|נ|ס|ט|א|נ|ט|י|ו|ס|	c|o|n|s|t|a|n|t|i|u|s|
ק|א|מ|י|ק|א|ו|א|	k|a|m|i|k|a|w|a|
צ:':א|פ|מ|א|ן|	c:h|a:p|m|a|n|
פ|ר|י|ד|מ|א|ן|	f|r|i|e:d|m|a|n:n|
ע|ב|ד|א|ל|ל|ה|	a|b|d|a|l|l|a:h|
מ|ל|א|ל|א|י|	m:a|l|a|l|a|i|
ק|א|מ|ן|	k|a|m:e|n|
ה|א|ס|נ|ק|ל|י|ב|ר|	h|a|s:e|n|c|l|e|v:e|r|
ה|א|ו|ת|ו|ר|ן|	h|a|w|t:h|o|r|n:e|
נ|ס|ט|ו|ר|	n:e|s|t|o|r|
ל|י|נ|א|ר|י|ס|	l|i|n|a|r|e|s|
ק|א|ר|י|ן|	k|a|r|i|n|
ס|י|א|נ|פ|ו|י|ג|ו|ס|	c|i|e|n|f|u|e|g|o|s|
ק|ו|ר|נ|ת|ו|י|ט|	c|o|r|n|t:h|w:a|i|t:e|
ק|א|ל|ו|ש|א|	k|a|l|u|s:h|a|
פ|א|נ|א|ד|ו|ל|	p|a|n|a|d|o|l|
ב|ר|י|ד|י|	b|r|e|d|e|
מ|א|ז|ד|א|	m|a|z|d|a|
ק|י|נ|י|	k|i|n:n:e|y|
ט|ו|מ|ו|ה|י|ר|ו|	t|o|m|o|h|i|r|o|
ק|א|נ|ד|י|נ|ס|ק|י|	k|a|n|d|i|n|s|k|y|
ד|ו|נ|ו|ב|א|ן|	d|o|n|o|v|a|n|
מ|י|ש|ר|	m|i:e|s:c:h|e:r|
פ:י|ר|א|ר|י|	f:e:r|r|a|r|i|
ר|י|נ|א|	r|e|n|a|
ט:ו|מ|ס|ו|ן|	t:h:o|m:p|s|o|n|
ר|ו|ד|ו|ל|ף|	r|o:u|d|o|l|p:h:e|
ה|ו|נ|ד|ו|ר|א|ס|	h|o|n|d|u|r|a|s|
מ|א:י|ט|	m|i|t:e|
ס|א|ב|א|	s|a|b|a|
פ|ו|נ|ט|ו|פ|י|ד|א|ן|	p|o|n|t|o|p:p|i|d|a|n|
ק:י|ז|א|נ|י|ש:ב|י|ל|י|	k:h:i|z|a|n|i|s:h:v|i|l|i|
ש|י|י|ל|י|ן|	s:h|a|i|l|e|n:e|
ס|א:ו|ת|ה|א:מ|פ|ט|ו|ן|	s|o|u:t:h|a|m|p|t|o|n|
ר|י|ב|ס|ט|	r|i|v:e|s|t|
פ|ו|ס|א|ק|ו|	f|u|s|a|k|o|
א|ל|ד:י:י|ר|	a|l|d:a|i:r|
מ|ו|ש|א|ר|ף|	m|u|s:h|a|r|r:a:f|
מ:א:ק|מ|א|נ|א|מ|א|ן|	m:c|m|a|n|a|m|a|n|
ט|ו|ש:י|מ|י:ט:ש|י|	t|o|s:h:i|m|i:c|h:i|
ש|א|ק|י|ב|	s:h|a|k|i|b|
ב|א|צ:'|א:ן|	b|a|c:h:c|h:a:n|
ד|י|ל|י|י|ט|א|	d|i|l|e|i|t|a|
מ|א|ס|י|ו|	m|a|c:e|i|o|
ה|ר|מ|א|ן|	h:e|r|m|a|n|
ס|א|נ|ט|א|	s|a|n|t|a|
ר|י|י|ק|י|	r|e|i|k|i|
פ:י|ר|א|ר|י|	f:e:r|r|a|r|y|
מ|א|י|א|	m|a|y|a|
ע:א|מ|ל|	a|m:e|l|
מ|ו|ט|א|ר|י|ל|י|	m|u|t|a|r|e|l:l|i|
פ|ו|ר|ס|מ|א|ן|	f|o|r|s:s|m|a|n:n|
ו|א|ס|ק|י|	w|a|s|k|e|
מ|מ|ל|ו|ק|	m:a|m|l|u|k|
ק|ו|ן|	k|o|h:n|
מ|א|ס|י|	m|a|s:s:e|y|
ל|ב|י|ב|	l|v|i|v|
א:נ|ד|ה|ו|ב|ן|	e:i:n|d|h|o|v:e|n|
ל:ו|א|ל|	l:o:w|e|l:l|
ח:ו|ס|י|י|ן|	h:u:s|s|e|i|n|
ג|א|ל|י|ס|י|	g|a|l:l|i|c|e|
ו|ד|	o:u|e:d|
ש|ו|מ|א|כ|ר|	s:c:h|u|m|a|c:h|e:r|
מ|פ|ו|מ|א|ל|א|נ|ג|א|	m|p|u|m|a|l|a|n|g|a|
נ|ו|ר|י|י|ג|א|	n|o|r|i|e|g|a|
ק|א|מ:ל|	k|a|m:i:l|
פ|י|נ|י|ק:ס|	p:h:o|e|n|i|x|
ר|ו|ס|י|	r|o|s|i|
ה|י|ל|ד|	h|e|l|d|
ש:י|ל|ט|ו|ן|	s:h:i|l|t|o|n|
ע|ס|ו|מ|א|נ|י|	a|s:s|o:u|m|a|n|i|
ד|ג:':י|א|ן|	d|j:i|a|n|
ג|א|ר|מ|נ|ד|י|א|	g|a|r|m:e|n|d|i|a|
ר|ש:י|ד|י|	r:a|s:h:i|d|i|
ט:ר:י|ב|ו|ר|	t:r|e:v|o|r|
ב|א|ג|א|י|ו|ק|ו|	b|a|g|a|y|o|k|o|
מ|א|ר|ו|י|ן|	m|a|r|v|i|n|
ק|א|נ|ד|ר|	k|a|n|d|e:r|
ג|י|ר|ש|ו|י|ן|	g|e|r|s:h|w|i|n|
מ|ו|ל|י|י|ר|	m|o|l|i|e|r:e|
ר|מ|י|	r:e|m|y|
ס|א|נ|ז|	s|a|n|z|
ל|ו|ל|א|	l|o|l|a|
ר|ג:':ו|ל|י|נ|א|	r:a|j:o|e:l|i|n|a|
ב|א|ק|א|ל|א|	b|a|k|a|l|a|
ו|י|ל|נ|ד|ר|	w|i|l|a:n|d|e:r|
ס|ו|ל|י|י|מ|א|נ|ו|	s|o:u|l|e|y|m|a|n|o:u|
מ|א|ר|י|ו|ס|	m|a|r|i|u|s:z|
מ|ו|ר|י|ט:י:י|נ|י|א|	m:a|u|r|i|t:a|n|i|a|
מ|א|ת|א|י|	m:a|a|t:h|a|i|
מ|ו|ב:י|	m|o|v:i:e|
ה|א|ר|ג|ר|י|ב|ז|	h|a|r|g|r|e|a:v|e:s|
ט|א|ק|א|ה|א|ש:י|	t|a|k|a|h|a|s:h:i|
ו|ו|ל|ו|ד|י|מ|י|ר|	v|o|l|o|d|y|m|y|r|
א:י|ל|ם|	e|l|m|
פ|א:י|א:ד|	f:a|y|y:a:d|
פ|ר|י|י|	f|r|e|i|
ה:ו|ג|י|נ|ס|	h:u:y|g|e|n|s|
ט|י|ק|ו|פ|י|א|	t|i|k|o|p|i|a|
ק|נ|פ:א|נ|י|	k:a|n|a:f:a|n|i|
מ|ו|נ|ט|י|ר:ו|ס|ו|	m|o|n|t|e|r:r:o|s|o|
ג:'|ר|מ|א|ן|	g|e:r|m|a|n|
ק|ו|נ|ט|י|	c|o|n|t|i|
א|ר|ק|ו|ל|א|נ|ו|	e|r|c|o|l|a|n|o|
ל|ו|א|ל|	l|u|o|l|
ו|ו|ל|	w|o|l:e|
ל|ו|ט|א|	l|o|t|a|
א|ס|ר|ו|ר|	a|s|r|o|r|
ו|י|ס|ל|י:ט|ש|	v|i|c:e|l|i|c:h|
ס|י|נ|י|ב|א|ל|ד|י|	s|i|n|i|b|a|l|d|i|
ב|ל|י|י|ן|	b|l|a|i|n:e|
ר|א|ב|ו|א|ל|	r|a|b|u|e|l|
ח|ו|ס|נ|י|	h|u|s|n|i|
פ|א|ל|ט|ר|מ|א|י|ר|	f|a|l|t|e:r|m|e|y|e:r|
ק|ל|י|י|	k|l|e|e|
נ|י|נ|י|	n|e|n|e|
ה|ל|	h:u:l|l|
פ|י|ט|י|ס|ט|י|	p|i|t|e|s|t|i|
מ|ו|ס|ו|ל|י|נ|י|	m|u|s:s|o|l|i|n|i|
פ|ר|י|י|	f|r|e|y|
ג|ר|י|נ|י|ט|	g|r|e|n|e|t|
ו|י|ס|ו|א|נ|א|ת|א|ן|	v|i|s|w|a|n|a|t:h|a|n|
ק|ו|נ|ט|י|	c|o|n|t|e|
מ|י|ר|ט|ו|ן|	m|e|r|t|o|n|
מ|ו|ר|י|א|ל|	m|u|r|i|e|l|
ו|ו|ל|ט|א|	v|o|l|t|a|
ר|ו|ד|ר|י|ג:י|ז|	r|o|d|r|i|g:u:e|z|
נ|ס|ר|י|	n:a|s|r|i|
ש|מ|י|ד|	s:c:h|m|i|d|
מ|ו|ג|י|ה|י|ט|ו|	m|u|g|i|h|i|t|o|
ט|י|ר|נ|י|	t|i|e:r|n:e|y|
נ|ו|ז|א|ר|ה|	n|o:u|z|a|r|e:t|
ק|ו|י|ן|	q|u|i|n:n|
א|ל|ב:ח|ר|י|	a|l|b:a:h|r|i|
ק|א|נ|י|ר|א|	c|a|n:e|i|r|a|
ק|א|מ|ל|	k|a|m:e|l|
ו|א:י|א|ט|	w|y|a|t:t|
ס|י|מ|ו|ז|	s|i|m|o|e:s|
ו|א|נ|ג|צ:'|ו|ק|	w|a|n|g|c|h:u|c:k|
ה|א|נ:י|ס|	h|a|n:n:e|s|
ק|א|מ|א|מ|ו|ט|ו|	k|a|m|a|m|o|t|o|
ה|י|ש|א|ם|	h|i|s:h|a|m|
ס|ו|כ|ו|מ|י|	s|u|k:h|u|m|i|
פ|י|א|ט|ר|א|	p|i|a|t|r|a|
ס|ד|י|ק|	s|e:d|i|k|
ק|א|פ|ס|י|ס|	k|a|p|s|i|s|
מ:ק|ו|י|ס|ט|	m:c:c|o|i|s|t|
ב|י|ל|ס|ט|ר|ו|ם|	b|i|l:l|s|t|r|o|m|
ב|ר|צ:'|ם|	b:a|r|c:h:a|m|
ו|ל|ט|ר|	w|e:l|t|e:r|
ב|ו|י|ד|	b|o|y|d|
ס|ו|ד|ב|ר|י|	s|u|d|b|u:r|y|
ש:ט|א:י|נ|מ|א|י|ר|	s:t:e|i|n|m|e|i|e:r|
ס|ל|מ|א|	s|e:l|m|a|
י|א|ק|ו|ט|ס|ק|	y|a|k|u|t|s|k|
פ|י|ל|ס|נ|ר|	f|e|l|s|n|e:r|
פ|י|ל|י|פ|	p:h|i|l:l|i|p|
ק|א|ב|א|נ|א|ס|	c|a|b|a|n|a|s|
פ|י|נ|ל|א|נ|ד|	f|i|n|l|a|n|d|
נ|ו|א|ד:י|ב:ו|	n|o:u|a|d:h:i|b:o:u|
מ|ו|ק:י:י|ז|י|	m|u|k:a|s:e|y|
א|ס|ו|נ|ס|י|ו|ן|	a|s|u|n|c|i|o|n|
מ|ו|ט|י|ו|	m|u|t|i|u|
ו:ו|ד|ג:י:י|ט|	w:o:o|d|g:a|t:e|
ד|א:ף|	d|u:f:f|
ב|ק|א|ר|י|	b:a|c|a|r|y|
ד|י|פ|ל|א|ס|	d|e|p|l|a|c:e|
פ|א|פ|א|ס|	p|a|p|a|s|
ק|א|פ|י|	k|a|f|i|
פ:י|ו:ן|	f:i:l|l:o:n|
ז|ו|מ|א|	z|u|m|a|
א|ל|ג:'|ב|ל|	a|l|j|a:b|a:l|
ד|א|מ|י|א|ן|	d|a|m|i|e|n|
ב|א|ס|	b|a|s:s|
ס|א|נ|א|ד|ר|	s|a|n|a|d|e:r|
א:ו|ר|ל|א|נ|ד|ו|נ|י|	o|r|l|a|n|d|o|n|i|
מ|א|ס|א|ק|א|ז|ו|	m|a|s|a|k|a|z|u|
א|ג|ו|י|ל|י|ר|א|	a|g|u|i|l|e|r|a|
ה|ו|א|ר|ט|א|	h|u|e|r|t|a|
ד|נ|ק|א|ן|	d:u|n|c|a|n|
ק|ו|ר|ו|ל|נ|ק|ו|ב|	k|o|r|o|l:e|n|k|o|v|
ט|ו|ק|י|מ|ו|נ|ה|	t|o|k|i|m|u|n|e|
ש|מ|ا|ד|ה|ו|ב|ר|	s:c:h|m|i|d|h|u|b|e:r|
ג|א:י|	g:u|y|
ט|י|נ:א|נ|ט|	t|e|n:n:a|n|t|
ט|ו|ש:י|ק|י|	t|o|s:h:i|k|i|
ב|י|ק|י|ל|א|	b|i|k|i|l|a|
ל|א|ו|ר|י|ד|ס|ן|	l|a|u|r|i|d|s|e:n|
ל|ו|ק:ס|מ|ב:ו|ר|ג|	l|u|x|e:m|b:o:u|r|g|
ס|ט|י:ו|א|ר|ט|	s|t|u|a|r|t|
ב|א|י|ק|ו|נ|ו|ר|	b|a|i|k|o|n|u|r|
ع|א|ל|נ|ט|י|ן|	v|a|l:e|n|t|i|n|
ק|ו|מ:ז|	c|o|m:b:s|
ו|א|ל|ש|	w|a|l|s:h|
א:ל|ט|ו|	a:a:l|t|o|
נ|א|ו|ר|	n|a|o|r|
ס|א:י:פ|י|	s:a|i:f|i|
מ|א|ר|ט|י|נ|ז|	m|a|r|t|i|n|s|
