ஆ கலே லாக் ஜா	aa gale lag ja
தேஜல்	tejal
டேகசந்த்	tekachand
டேக்லி	tekli
டெலிகாம் இட்டாலியா	telecom italia
தெலுகு	telugu
தேலுக் சேந்த்ரவாசி	teluk cendrawasih
டேலின்	telyn
டெம்பிள்டன் ப்ரைஸ்	templeton prize
தெண்டுல்கர்	tendulkar
டெனரிப் செளத் ரேயினா சோஃபியா	tenerife south reina sofia
டெனெட் ஹெல்த்கேர்	tenet healthcare
டென்னிஸ்	tennis
டேரா	terah
டெரானிகா	teranika
தேரி கஸம்	teri kasam
டெரன்ஸ்	terrence
டெர்ரி	terri
டெர்ரி டஃப்பின்	terry duffin
டேரில்	teryl
டெஸ்	tess
டெஸ்ஸா	tessa
டெவா பார்மாசெட்டிக்கல் இண்டஸ்டிரீஸ் லிமிடெட்	teva pharmaceutical industries limited
தீவாரத்தன் ட்ராஃபி	tewaaraton trophy
டெக்ஸாஸ்	texas
டெக்சாஸ் ஹெல்த் சயின்ஸ் சென்டர்	texas health science center
டெக்ஸாஸ் இன்ஸ்டூரூமென்ட்ஸ்	texas instruments
தெஸூக்கா அவார்ட் ஃபார் மங்கா	tezuka award for manga
தலாபா	tha'labah
தாபித்	thabit
தாபிதா	thabitah
தாயிஸ்	thais
தக்கார்	thakkar
தலாஸா	thalassa
தாலியா	thalia
தமார்	thamar
தம்பலஹல்லி ரிசர்வாயர்	thambalahalli reservoir
தேம்ஸ்	thames
தமீனா	thaminah
தானே	thane
தானேதார்	thanedaar
தஞ்சாவூர்	thanjavur
தானோஸ்	thanos
தாபர்	thapar
தகாஃப்	thaqaf
தார்	thar
தாரா	thara
தாரிகே	tharike
தத்தா	thattha
தவாப்	thawab
தயேர்	thayer
த ஆஃப்டர்னூன்	the afternoon
தி ஆஷஸ்	the ashes
த ஏஷியன் ஏஜ்	the asian age
த அஸ்ஸாம் டிரைபூன்	the assam tribune
தி ஆஸ்ட்ரேலியன்/வோகல் லிட்ரரி அவார்ட்	the australian/vogel literary award
த பிரிட்டிஷ் கேலரி	the british museum
த பிரிட்டிஷ் ஸ்கூல், நியூ டெல்லி	the british school, new delhi
தி கார்பர் அவார்ட்	the carper award
த டாஹெஷ் மியூஸியம்	the dahesh museum
த டூன் ஸ்கூல், டெஹ்ராடூன்	the doon school, dehradun
த ஃப்போக்லோர் மியூஸியம் ஆஃப் கைமி	the folklore museum of kymi
த கோல்ட் மெடல்	the gold medal
த கெளலான்டிரிஸ் மியூஸியம் ஆஃப் நேச்சுரல் ஹிஸ்டரி	the goulandris museum of natural history
த ஹிந்து	the hindu
தி ஹம்பர் ஃப்போர்ட்ஸ்	the humber forts
தி இண்டர்நேஷநல் ஆண்டி அவார்ட்ஸ்	the international andy awards
தி மெரெடித் கப்	the meredith cup
த மியூஸியான்	the museon
த மியூஸியம் ஆஃப் சைன்ஸ் அண்ட் இன்டஸ்டரி	the museum of science and industry
த ஒரியா ஸமாஜா	the oriya samaja
தி ராயல் நார்வேயன் ஆர்டர் ஆஃப் மெரிட்	the royal norwegian order of merit
த டிரைபூன்	the tribune
தி டிரம்ப் பில்டிங்	the trump building
தி டைன் டுர்ரெட்ஸ்	the tyne turrets
தியா	thea
தியோதர் ட்ரீசர்	theodore dreiser
தியோடர் ரூஸெவெல்ட்	theodore roosevelt
தியோதர் ரூஸ்வெல்ட்	theodore roosevelt
தியோஃபிலஸ்	theophilus
தேரா	thera
தெர்மேக்ஸ்	thermax
தேடிஸ்	thetis
திகானா	thikana
தினா	thina
திருக்கழுகுன்றம்	thirukkulunkunram
திருமூர்த்தி ரிசர்வாயர்	thirumurthi reservoir
திருநாராயண்	thirunarayan
திருனாவுக்கரசு குமரன்	thirunavukkarasu kumaran
திருவழுந்தூர்	thiruvazhunthoor
தாம்	thom
தாம்ஸ் ஹார்டி	thomas hardy
தாமஸ் ஹாப்ஸ்	thomas hobbs
தாமஸ் ஜெஃப்பெர்சன்	thomas jefferson
தாம்ஸ் ஜெஃபர்சன்	thomas jefferson
தாமஸ் பேய்ன்	thomas paine
தோரியம்	thorium
தோசர்	thosar
தோஸார்	thosar
திராக்ஸ் நெக்	throgs neck
துமல்	thuml
தண்டர்சைல்ட்	thunderchild
தன்டெரர்	thunderer
துரய்யா	thurayya
துர்மன்	thurman
தர்ன்வால்ட்	thurnwald
துவேபா	thuwaybah
தைரா	thyra
தியா கிரெப்	tiaa cref
டியானா	tiana
திபோர்	tibor
டிக்டோரியா	tictoria
டியர்னி	tierney
டியரா	tierra
டீவ்	tieve
டிஃப்பானி	tiffany
திலக்	tilak
டில்லீ	tillie
திலோத்தமா	tilottama
டிம் ஆலன்	tim allan
டிம் பிரெஸ்னான்	tim bresnan
டிம் ராபின்சன்	tim robinson
டிம்பால்ஸ்	timbales
டைப் வார்னர்	time warner
டைம்ஸ் இன்டர்நெட் லிமிடெட்	times internet limited
டைம்ஸ் மல்டிமீடியா	times multimedia
திமிலா	timila
டிமோதி	timothy
டீனா	tina
டினோ	tino
டினு யோஹன்னன்	tinu yohannan
டிபில்	tiple
டிப்ட்ரீ அவார்ட்	tiptree award
திராத்	tirath
திருச்சேரை	tirucherai
திருவனந்தபுரம்	tiruvanantpuram
திருவண்ணாமலை	tiruvannamalai
திஷா	tisha
டிஸ்தா	tista
டைட்டானிக்	titanic
டிட்டிகாகா	titicaca
டைடஸ்	titus
தோச்சி	tochi
டாட்	tod
டோக்யோ எலக்டிரிக் பவர்	tokyo electric power
டோலா	tolla
டாம்	tom
டாம் க்ரூஸ்	tom cruise
டாம் ஹாங்க்ஸ்	tom hanks
டாம் ஹோகன்	tom hogan
டாம் மூடி	tom moody
டாம் பீட்டர்ஸ்	tom peters
டாம் ரிஸ்	tom riz
டோன்பேக்	tonback
டோங்கனோக்ஸி கிறிஸ்டியன்	tonganoxie christian
டோங்கா	tongo
டோனி	tony
டோனி ப்ளேர்	tony blair
டோனி கெண்ட் ஸ்ட்ரிக்ஸ் அவார்ட்	tony kent strix award
தூஃப்பன் ராணி	toofan rani
டாப் டேங்கர்ஸ்	top tankers
டாப்பன் பிரிண்டிங்	toppan printing
தோரன்	toran
டோரி	tori
டோரி	torie
டோஸி	totie
டவர் பிளேஸ் த்ரி	tower place three
ட்ராசி	traci
ட்ராக்	track
டிராஃப்பால்கர்	trafalgar
ட்ரைவிக்ரம்	traivikram
டிரான்ஸ்வெர்ஸ்	transverse
ட்ராவிஸ்	travis
ட்ரெமெய்ன்	tremain
ட்ரெண்ட்	trent
ட்ரெஸ்	tress
டிரெதேவே	trethewey
ட்ரெவெட்	trevet
டிரெவர் சாப்பெல்	trevor chappell
ட்ரெவோர் க்ரிப்பர்	trevor gripper
டிரெவர் லாஃப்லின்	trevor laughlin
ட்ரெவோர் மடோண்டோ	trevor madondo
ட்ரயத்லான்	triathlon
டிரைபோரெள	triborough
டிரைதேவ்	tridev
ட்ரையஸ்டெ	trieste
த்ரிகுணி	triguni
த்ரிகயா	trikaya
டிரைகோன் கா செளதா கோன்	trikon ka chautha kon
ட்ரில்லியம் அவார்ட்	trillium award
டிரின்குலோ	trinculo
டிரினிட்டி பையோடெக்	trinity biotech
த்ருப்தா	tripta
டிரிஷாங்னி	trishagni
த்ரிஷாலா	trishala
த்ரிஷ்னா	trishna
ட்ரிஸ்டானா	tristana
ட்ரிஸ்டெஸ்ஸா	tristessa
ட்ரிஸ்ட்ராம்	tristram
ட்ரிக்ஸி	trixie
ட்ரியாமா	triyama
டிரியாத்ரி	triyatri
ட்ரோமிட்டா	trombita
ட்ராய்	troy
டிரக்கின்	truckin
ட்ரூடா	truda
ட்ரூட்	trude
ட்ரூலி	truly
ட்ரம்ப்	trump
த்ருப்தா	trupta
டிசாவோ ஈஸ்ட்	tsavo east
ட்ஸியோல்கோவ்ஸ்கி	tsiolkovsky
ட்சிலிமா நஸ்ரின்	tslima nasreen
து ஹை து	tu hi tu
டல்ஸா	tucson
துத்	tudd
ட்யூடர்	tudor
துஃபைலா	tufaylah
துகல்	tugal
துக்லகாபாத்	tughlaqabad
துக்டுட் நோகாய்ட்	tuktut nogait
துளசிதாஸ்	tulasidas
துளாய்ப்	tulayb
துளாய்ஹா	tulayhah
டக்ஸ்ன்	tulsa
துல்சி	tulsi
துளசி	tulsi
துள்சிதாஸ்	tulsidas
தும் லோத் ஆஓ	tum laut aao
தும் மேரே ஹோ	tum mere ho
தும் பர் ஹம் குர்பன்	tum par hum quarban
துமுகுமாகுயே	tumucumaque
துங் சங் ஃப்போர்ட்	tung chung fort
துங்கபத்ரா டேம்	tungabhadra dam
துங்கார்	tungar
டர்கா-பெர்ஷியன் வார்	turco-persian war
டர்க்கி டிராட்	turkey trot
டர்லே	turley
டர்ன்புல்	turnbull
டர்னர்	turner
டர்னர் ப்ரைஸ்	turner prize
டஸ்வாரோரா வார்	tuscarora war
த்விலா	twila
டு இன்டர்நேஷனல் ஃபினான்ஸ் சென்டர்	two international finance centre
டு புருடென்ஷியல் பிளாஸா	two prudential plaza
த்வைலா	twyla
டையானி	tyanne
டைமன்	tymon
டைரோன்	tyrone
டைசன்	tyson
உபேஜா	ubeja
உதைபூர்	udaipur
உதயவானி	udayavani
உதய்சங்கர்	udayshankar
உதியா	udiya
உகானி	ugaani
யூகோ	ugo
உயின்டா	uinta
உஜாலா	ujaalaa
உஜாஸ்	ujas
உஜ்ஜைன்	ujjain
உஜுங் குலுன்	ujung kulon
உக்ரூல்	ukhrul
உக்குசிக்சாலிக்	ukkusiksalik
உக்குலேலே	ukulele
ஊல்ஃபா	ulfah
ஊல்ஃபாத்	ulfat
ஊல்கா	ulka
ஊல்லாஸ்	ullas
உமா	uma
உமாசுத்	umaasut
உமாபதி	umapati
உமர் குல்	umar gul
உமய்னா	umaynah
உமீத்	umeed
உமேஷ்	umesh
உம் குல்தும்	umm kulthum
உம்ராவ்	umrao
உனய்சா	unaysah
யுனிகோய் கிறிஸ்டியன்	unicoi christian
யூனிமேக்	unimak
யூனைடெட் அமெரிக்கா இன்டெம்னிட்டி	united america indemnity
யூனைடெட் அராப் எமிரேட்ஸ்	united arab emirates
யுனைடெட் இந்தியா இன்சூரன்ஸ்	united india insurance
யுனைடெட் ஃபாஸ்பரஸ்	united phosphorous
யுனைட்டெட் ஸ்டேட்ஸ்	united states
யூனைடெட் ஸ்டேட்ஸ்	united states
யுனைடெட் வெஸ்டர்ன்	united western
யுனிவர்சிட்டி ஆஃப் அபர்தீன்	university of aberdeen
யூனிவர்சிட்டி அஃப் அலபாமா	university of alabama
யூனிவர்சிட்டி ஆஃப் பாத்	university of bath
யூனிவர்சிட்டி ஆஃப் பிர்மிங்காம்	university of birmingham
யூனிவர்சிட்டி ஆஃப் ப்ராட்ஃபோர்ட்	university of bradford
யூனிவர்சிட்டி ஆஃப் ப்ரிஸ்டால்	university of bristol
யூனிவர்சிட்டி ஆஃப் கலிஃபோர்னியா	university of california
