ಅಮಾರೀ	a'marie
ರಾಜಿವ್	raajiv
ರಾಜವಾಡೆ	raajwade
ರಾಕೇಶ್	raakesh
ರಾಖ್	raakh
ರಾಖೀ	raakhee
ರಾಖಿ	raakhi
ರಾಮ್	raam
ರಾಮಲಾಲ್	raamalaal
ರಾಮನಾರಾಯಣ	raamanaaraayan
ರಾಮೇಶ್ವರ	raameshvar
ರಾನೀ	raani
ರಾಸವಿಹಾರೀ	raasavihaaree
ರಾತ್ ಅಂಧೇರಿ ಥಿ	raat andheri thi
ರಾತ್ ಔರ್ ದಿನ್	raat aur din
ರಾತ್ ಕೆ ರಾಹಿ	raat ke rahi
ರಾತ್ ಕೆ ಬಾತ್	raat ki baat
ರಾತ್ ಕೆ ರಾನಿ	raat ki rani
ರಬಬ್	rabab
ರಬೀ	rabee
ರಬಿಯಾಹ್	rabi'ah
ರಬೀಯಾ ಅಲ್-ಅದಾವಿಯಾ	rabia al-adawiya
ರಬಿತಾ	rabitah
ರೇಸ್	race
ರಶೇಲ್	rachelle
ರಚನಾ	rachna
ರೆಡ್	rad
ರಾಡೆಟ್‌ಜೈಕ್	radetzky
ರಾಧಾಕೃಷ್ಣ	radhakrishn
ರಾಧಾವಲ್ಲಭ	radhavallabh
ರಾಧೇಶ	radhesh
ರಾಧೇಯ	radhey
ರಾಧಿಕಾ	radhika
ರೇಡಿಯಾಲಜಿ	radiology
ರೇಡಿಯಂ	radium
ರಾಡ್ಲೆ	radley
ರಾಡಾನ್	radon
ರೇ	rae
ರೇನಿ	raeanne
ರಯೀಸ್	raees
ರಾಯಿಸ್	raees
ರಯೀಸಾಹ್	raeesah
ರೇಫ್	rafe
ರಫೀ	rafee
ರಫಿಯಾ	rafiah
ರಫಿಕಾ	rafiqah
ರಾಫ್ಟಿಂಗ್	rafting
ರಘಡ್	raghad
ರಾಘವ್	raghav
ರಘಿಬ್	raghib
ರಾಘನಲ್	raghnall
ರಘುಬಿರ್	raghubir
ರಘುಕುಲ	raghukul
ರಘುನಾಥ	raghunaath
ರಘುನಾಥ	raghunath
ರಘುಪತಿ	raghupati
ರಘುವಂಶ್	raghuvansh
ರಹಮತ್	rahamat
ರಾಹತ್	rahat
ರಾಹಗಿರ್	rahgeer
ರಹನುಮಾ	rahnuma
ರಹೋಲೆ	rahole
ರಾಹುಲ್ ದ್ರಾವಿಡ್	rahul dravid
ರಾಹುಲ್ ಸಾಂಘ್ವಿ	rahul sanghvi
ರಾಯ್ ಬರೇಲಿ	raibareli
ರಾಯಚೂರ್	raichur
ರಾಯ್‌ಗಢ್ ಫೋರ್ಟ್	raigad fort
ರಾಯಗರ್	raigarh
ರೈಲ್ವೆ ಮ್ಯೂಸಿಯಂ ಆಫ್ ಅಥೆನ್ಸ್	railway museum of athens
ರೈನ್ ಕ್ಯಾಲ್ಸಿನಿಂಗ್	rain calcining
ರೈನ್‌ಬೋ ವಾರಿಯರ್	rainbow warrior
ರಾಯ್ಪುರ್	raipur
ರೈಖಾ	raiqah
ರೈತಾ	raitah
ರಾಜ್	raj
ರಾಜ್ ದುಲಾರಿ	raj dulari
ರಾಜ್ ಲಕ್ಷ್ಮಿ	raj laxmi
ರಾಜ್ ಮಹಲ್	raj mahal
ರಾಜ್ ನಂದಿನಿ	raj nandini
ರಾಜ್ ನರ್ತಕಿ	raj nartaki
ರಾಜ್ ತರಂಗ್	raj tarang
ರಾಜಾ ಕಾಕಾ	raja kaka
ರಾಜಾ ರಾಧಿಕಾ ಪ್ರಸಾದ್	raja radhika prasad
ರಾಜಾ ವಿಕ್ರಮ್	raja vikram
ರಜಬ್	rajab
ರಾಜಾಧ್ಯಕ್ಷ	rajadhyaksha
ರಾಜಗೋಪಾಲ	rajagopala
ರಾಜಾಜಿ	rajaji
ರಾಜಲಕ್ಷ್ಮಿ	rajalakshmi
ರಾಜನ್	rajan
ರಾಜಾಸ್ತಾನ್ ಪತ್ರಿಕಾ	rajasthan patrika
ರಾಜಧಾನಿ	rajdhani
ರಾಜದ್ರೋಹಿ	rajdrohi
ರಾಜದುಲಾರಿ	rajdulari
ರಾಜೀವ್	rajeev
ರಾಜೇಂದ್ರ ಪ್ರಸಾದ್	rajendra prasad
ರಾಜೇಂದ್ರಮೋಹನ	rajendramohan
ರಾಜೇಶ್ ಚೌಹಾನ್	rajesh chauhan
ರಾಜೇಶ್ವರಿ	rajeshwar
ರಾಜೇಶ್ವರ್	rajeshwar
ರಾಜ್‌ಗಢ್ ಫೋರ್ಟ್	rajgad fort
ರಾಜ್ ಗೀರ್	rajgeer
ರಜಿನ್ ಸಾಲೇ	rajin saleh
ರಾಜಿಯಾ	rajiyah
ರಾಜ್ ಕೋಟ್	rajkot
ರಾಜ್‌ಮಹಲ್	rajmahal
ರಾಜನಂದಿನಿ	rajnandini
ರಜನೀಶ್	rajneesh
ರಜನಿ ರಾಜ	rajni raja
ರಾಜನೀಗಂಧಾ	rajnigandha
ರಾಜ್‌ಪಾಲ್	rajpal
ರಾಜಪೂತ್	rajput
ರಾಜಪೂತಾನೀ	rajputani
ರಾಕೇಶ್	rakesh
ರಾಖೀ	rakhi
ರಖಶಾನ್	rakhshan
ರಕ್ಷಾ	raksha
ರಕ್ಷಾ ಬಂಧನ್	raksha bandhan
ರಕ್ತಿಕಾ	raktikaa
ರಾಮ್ ಅವತಾರ್	ram avtar
ರಾಮ್ ಕಸಮ್	ram kasam
ರಾಮ್ ಕಿ ಗಂಗಾ	ram ki ganga
ರಾಮ್ ಲಕ್ಷ್ಮಣ್	ram laxman
ರಾಮ ನಗರೀ	ram nagari
ರಾಮ್ ತೇರಾ ದೇಶ್	ram tera desh
ರಾಮ್ ತೇರಿ ಕಿತನೆ ನಾಮ್	ram tere kitne naam
ರಾಮಲಿಂಗೇಶ್ವರ	rama lingeshwara
ರಮಯ್ಯಾ	ramaia
ರಮಣ್ ಲಂಬಾ	raman lamba
ರಾಮಾನುಜ್	ramanuj
ರಮತ್-ಗನ್	ramat-gan
ರಾಮಾವತಾರ್	ramavatar
ರಾಮಾಯಣ	ramayana
ರಾಮ್ಕೊಇಂಡ್	ramcoind
ರಾಮದೂತ್	ramdoot
ರಮೇಶ್	ramesh
ರಾಮೇಶ್ವರಂ	rameshwaram
ರಮಿತಾ	ramita
ರಮಿಜ್	ramiz
ರಾಮಕುಮಾರ್	ramkumar
ರಾಮನರೇಶ್ ಶರವಣ್	ramnaresh sarwan
ರಾಮಪ್ರತಾಪ್	rampratap
ರಾಮಸ್ವರೂಪ	ramswaroop
ರಾಮೂ ಉಸ್ತಾದ್	ramu ustad
ರಾಣಾ	rana
ರಣಚ್ಛೋಡ್	ranachhod
ರಾನಡೆ	ranade
ರಾನಕ್ಪುರ್ ಸಂಚಾರ್	ranakpur sanchaur
ರಣವೀರ್	ranaveer
ರಾನ್ಸ್	rance
ರಣಚಂಡಿ	ranchandi
ರಾಂಚಿ ಎಕ್ಸ್‌ಪ್ರೆಸ್	ranchi express
ರಾಂಡಲ್	randall
ರೇಂಡಲ್	randall
ರಂಧಾವಾ	randhawa
ರಣಧೀರ್	randheer
ರೇಂಡಿಲಿನ್	randilyn
ರೇಂಡಿ	randy
ರಾಣೆ ಬ್ರೇಕ್	rane brake
ರಂಗನ್	rangan
ರಂಗನಾ	rangana
ರಂಗೀಲಾ	rangeela
ರಂಗೀಲಾ ರಾಜಾ	rangeela raja
ರಂಗೀನ್ ಕಹಾನೀ	rangeen kahani
ರೇಂಜರ್	ranger
ರಂಗೀಲಾ ಜವಾನ್	rangila jawan
ರಂಗೀಲಾ ರತನ್	rangila ratan
ರಂಗನಾಥರ್	rangnathar
ರಂಗೋಲಿ	rangoli
ರಾಣಿ	rani
ರಾಣಿ ರೂಪಮತಿ	rani roopmati
ರಂಜನ್	ranjan
ರಂಜನ್ ದಾಸ್	ranjan das
ರಂಜನ್ ಗುಣತಿಲಕೆ	ranjan gunatilleke
ರಂಜನೀ	ranjanee
ರಂಜಿನಿ	ranjini
ರಂಜಿತ್ ಫರ್ನಾಂಡೊ	ranjit fernando
ರಂಜಿತಾ	ranjita
ರಾಂಕಿಂಗ್ಸ್	rankings
ರಣತಂಬೋರ್ ಫೋರ್ಟ್	ranthambhore fort
ರಾವೋ	rao
ರಖಿಬುಲ್ ಹಸನ್	raqibul hasan
ರಾಕೆಟ್‌ಬಾಲ್	raquetball
ರಸಾಲ್	rasal
ರಸವಂತ್	rasavant
ರಸೀಂ	raseem
ರಶೀದ್	rasheed
ರಾಶಿ	rashi
ರಶೀದ್ ಪಟೇಲ್	rashid patel
ರಶ್ಕ್ ಎ ಲೈಲಾ	rashk e laila
ರಶ್ಮಿ	rashmi
ರಷ್ಮಿ	rashmi
ರಾಷ್ಟ್ರವೀರ್ ಶಿವಾಜಿ	rashtraveer shivaji
ರಾಷ್ಟ್ರೀಯ ಕೆಮ್	rashtriya chem
ರೇಸಿಯಾ	rasia
ರಸಿಕಾ	rasika
ರಸೀಲೀ	rasili
ರಸನಾ	rasna
ರಸ್ನಾ	rasna
ರತನ್ ದೀಪ್	ratan deep
ರತನ್‌ಲಾಲ್	ratanalaal
ರತ್ನಪತಿ	rathapati
ರತಿ	rati
ರತಿಯಾ	ratia
ರತೀಶ್	ratish
ರತ್ನಲೇಖ	ratnalekha
ರತ್ನಪ್ರಿಯ	ratnapriya
ರಾತೋಂ ಕಾ ರಾಜಾ	raton ka raja
ರೌನಕ್	raunaq
ರವಿಚಂದ್ರನ್	ravichandran
ರವಿಜ್	ravij
ರವಿನಂದನ್	ravinandan
ರವೀಂದ್ರ	ravindra
ರವಿಪ್ರಭಾ	raviprabha
ರಾವದಾ	rawdah
ರೌಹ್	rawh
ರಾಲಿನ್ಸ್	rawlins
ರೇ ಚಾರ್ಲ್ಸ್	ray charles
ರೇ ಇಲಿಂಗ್‌ವರ್ಥ್	ray illingworth
ರೇ ಇಲ್ಲಿಂಗ್ ವರ್ತ್	ray illingworth
ರೆಯಾನ್	rayyan
ರಜಿಯಾ ಸುಲ್ತಾನ್	razia sultan
ರಿಯಾ	rea
ರಿಯಲ್	real
ರೀಬಾ ಮೆಕೆಂಟೈರ್	reba mcentire
ರೆಬಾಬಾ	rebaba
ರೆಡೌಟ್ ಡಿ ಟಲಾರ್ಟ್	redoute de tallaert
ರೀಡ್	reed
ರೀಡ್‌ಸ್ಪೋರ್ಟ್ ಕ್ರಿಶ್ಚಿಯನ್	reedsport christian
ರೀಖಾಬಚಂದ್ರ	reekhabachandr
ರೀನ್	reen
ರೀತಾ	reetaa
ರಿತಿಂದರ್ ಸಿಂಗ್	reetinder sodhi
ರೆಜಿನಾ ಮಾರಿಯಾ ಪೀ	regina maria pia
ರೇಹಾನ್	rehan
ರೆಹಾನಾ	rehana
ರೀ ಆಗ್ರೋ	rei agro
ರೇಖಾ	rekha
ರೇಖಿ	rekhi
ರೆನಾಲ್ಟ್	renault
ರೀನೀ ಜೆಲವೆಗರ್	renee zellweger
ರೇಣು	renu
ರಿಯೋನ್ ಕಿಂಗ್	reon king
ರಿಪೋರ್ಟರ್	reporter
ರಿಪೋರ್ಟರ್ ರಾಜು	reporter raju
ರೆಪ್ರೈಸಲ್	reprisal
ರೇಕಿ	reque
ರಿಕ್ವಿನ್	requin
ರೇಕಿಂಟೊ	requinto
ರಿಸರ್ಚ್ ಇನ್ ಮೋಷನ್ ಲಿಮಿಟೆಡ್	research in motion limited
ರೇಶಮ್	resham
ರೇಶಮ್ ಕಿ ಡೋರಿ	resham ki dori
ರೇಶ್ಮಾ	reshma
ರೇಶಮ್ ಔರ್ ಶೇರಾ	reshma aur shera
ರೇಶ್ಮಿ	reshmi
ರೇಶಮೀ ಸಾಡಿ	reshmi sari
ರಿಸ್ಟೋರೇಶನ್	restoration
ರಿಸರಕ್ಷನ್ ಲುಥೆರಾನ್	resurrection lutheran
ರೆತ್ ಮಹಲ್	ret mahal
ರಿಟಾಲಿಕ್ಸ್	retalix
ರೇವತಿ	revati
ರೆಕ್ಸಾಮ್	rexam
ರೆನಾರ್ಡ್	reynard
ರೆನಾಲ್ಡ್	reynold
ರೇಟ್	rhett
ರೈನ್	rhine
ರೋಡಾ	rhoda
ರೋಡ್ಸ್ ಅಕ್ವೇರಿಯಂ	rhodes aquarium
ರೋನ್	rhone
ರಿಯಾನ್ನಾ	rianna
ರಿಚ್	rich
ರಿಚಾ	richa
ರಿಚರ್ಡ್ ಆಸ್ಟಿನ್	richard austin
ರಿಚರ್ಡ್ ಬರ್ಟನ್	richard burton
ರಿಚರ್ಡ್ ಕ್ಲಾರ್ಕ್	richard clarke
ರಿಚರ್ಡ್ ಡಾಸನ್	richard dawson
ರಿಚರ್ಡ್ ಗೇಬ್ರಿಯಲ್	richard gabriel
ರಿಚರ್ಡ್ ಜಾನ್ಸನ್	richard johnson
ರಿಚರ್ಡ್ ಜೋನ್ಸ್	richard jones
ರಿಚರ್ಡ್ ರಮೀರೆಜ್	richard ramirez
ರಿಚರ್ಡ್ ರೀಡ್	richard reid
ರಿಶೋಲ್	richelle
ರಿಚಿ ರಾಬಿನ್ಸನ್	richie robinson
ರಿಚ್ಮಂಡ್	richmond
ರಿಚ್ಮಂಡ್ ಹಿಲ್ ಹಿಂದು	richmond hill hindu
ರಿಕಿ	ricky
ರಿಕಿ ಪಾಂಟಿಂಗ್	ricky ponting
ರಿದ್ಧಿ	riddhi
ರೈಟ್ ಲೈವ್‌ಲಿಹುಡ್ ಅವಾರ್ಡ್	right livelihood award
ರಾಖಿ	rihaee
ಋಜುತಾ	rijuta
ರಿಕ್	rik
ರಿಕ್ಷಾವಾಲಾ	rikshawala
ರಿಮ್ ಜಿಮ್ ಗೀತೋಂ ಕಿ	rimjhim geeton ki
ರಿಂಗೋ ಸ್ಟಾರ್	ringo star
ರಿಯೋ ಗ್ರಾಂಡೆ ರಿವರ್	rio grande river
ರಿಯೋನಾ	riona
ರೀಜಾ	risa
ರಿಷಭ್	rishabh
ಋಷಿ ವ್ಯಾಲಿ ಸ್ಕೂಲ್	rishi valley school
ಋಷಿಕಾ	rishika
ರಿಷಿಕೇಶ್	rishikesh
ಋಷ್ಯಕೇತು	rishiyaketu
ರಿಶ್ತಾ	rishta
ರಿಶ್ತಾ ಕಾಗಜ್ ಕಾ	rishta kagaz ka
ರಿಶ್ತೆ ನಾತೆ	rishte naate
ರಿತಿ	riti
ಋತುಪರ್ಣ	rituparan
ಋತುರಾಜ್	rituraj
ರಿವಾಜ್	rivaaj
ರಿವರ್ ಆಫ್ ಲೈಫ್ ಫ್ಯಾಮಿಲಿ	river of life family
ರಿವರ್ ಫೀನಿಕ್ಸ್	river phoenix
ರಿವರ್ಸೈಡ್	riverside
ರಿವಾ ಫೋರ್ಟ್	riwa fort
ರಿಯಾದ್	riyad
ರಿಯಾಲ್	riyal
ರಿಯಾಸತ್	riyasat
ರಿಜ್ವಾನ್	rizwan
ರಾಬೀ ಹಾರ್ಟ್	robbie hart
ರಾಬಿ ಕೆರ್	robbie kerr
ರಾಬರ್ ಬಾಶ್	rober bosch
ರಾಬರ್ಟ್	robert
ರಾಬರ್ಟ್ ಆಂಡರ್ಸನ್	robert anderson
ರಾಬರ್ಟ್ ಅಟ್ಕಿನ್ಸ್	robert atkins
ರಾಬರ್ಟ್ ಬ್ರಿಜಸ್	robert bridges
ರಾಬರ್ಟ್ ರೆಡ್‌ಫೋರ್ಡ್	robert redford
ರಾಬರ್ಟ್ ಸ್ಯಾಮುಯಲ್ಸ್	robert samuels
ರಾಬಿನ್ ಬ್ರೌನ್	robin brown
ರಾಬಿನ್ ಸಿಂಗ್	robin singh
ರಾಬಿನ್ ಉತ್ತಪ್ಪ	robin uthappa
ರಾಬಿನ್ಸನ್ ಕ್ರಿಶ್ಚಿಯನ್	robinson christian
ರಾಬಿನ್	robyn
ರೊಕೊ	rocco
ರೋಚನ್	rochan
ರಾಶ್ಫೋರ್ಟ್	rochefort
ರಾಕೆಟ್ ಗರ್ಲ್	rocket girl
ರಾಕ್ ಫರ್ಡ್	rockford
ರಾಂಕಿಂಗ್‌ಹ್ಯಾಂ	rockingham
ರಾಕ್ವೆಲ್	rockwall
ರಾಕ್‌ವೆಲ್	rockwell
ರಾಕಿ	rocky
ರಾಕಿ ಮೌಂಟ್	rocky mount
ರಾಕಿ ಮೌಂಟನ್ ಹೌಸ್	rocky mountain house
ರಾಡ್ ಲಥಾಮ್	rod latham
ರಾಡ್ ಸೆರ್ಲಿಂಗ್	rod serling
ರೋಡಿಯೊ	rodeo
ರಾಡ್ನೆ	rodney
ರೋಂಟ್‌ಜೀನಿಯಂ	roentgenium
ರೋಜರ್ ಹಾರ್ಪರ್	roger harper
ರೋಜರ್ ಟೆಲಿಮಚುಸ್	roger telemachus
ರೋಗರ್ ವೂಲೆ	roger woolley
ರೋಹನ್	rohan
ರೋಹನ್ ಕನ್ನಾಯ್	rohan kanhai
ರೋಹಿಣೀ	rohini
ರೋಹಿತ್	rohit
ರೋಹಿತಾಶ್ವ	rohitashv
ರೋಜ್ ಕೆನೆಡಿ	roj kennedy
ರೋಕಬಾಯ್ ಮ್ಯೂಸಿಯಂ	rokeby museum
ರೋಲಂಡ್ ಹೋಲ್ಡರ್	roland holder
ರೊಲ್ಯಾಂಡೊ	rolando
ರೋಲರ್ ಸ್ಕೇಟಿಂಗ್	roller skating
ರೊಲ್ಲೊ	rollo
ರೊಮೈನ್	romaine
ರೋಮಾನ್ಸ್	romance
ರೊಮ್ಯಾಂಟಿಕ್ ಇಂಡಿಯಾ	romantic india
ರೋಮಿಯೊ	romeo
ರೋಮಿಯೋ ಜುಲಿಯಟ್	romeo juliet
ರಾಮ್ನಿ	romney
ರೋನತ್	ronat
ರೋಂಡಾ	ronda
ರೊನ್ನಾ	ronna
ರಾನೀ ಇರಾನಿ	ronnie irani
ರೂಕಿ ಆಫ್ ದಿ ಇಯರ್ ಅವಾರ್ಡ್	rookie of the year award
ರೂಪ್ ಬಸಂತ್	roop basant
ರೂಪ್ ಕಹಾನಿ	roop kahani
ರೂಪ್ ಲೇಖಾ	roop lekha
ರೂಪ್ ಸುಂದರಿ	roop sundari
ರೂರ್ಕೀ	roorkee
ರೋಸಾ	rosa
ರೋಸಾಲ್ಬಾ	rosalba
ರೋಸ್	rose
ರೋಸ್ ಹಿಲ್ ಇವಾಂಜಲಿಕಲ್ ಫ್ರೀ	rose hill evangelical free
ರೋಸಿಯಾನ್	roseanne
ರೋಜ್‌ಮೇರಿ	rosemary
ರೋಶನ್	roshan
ರೋಶನ್ ಜುರಂಗಪತಿ	roshan jurangpathy
ರೋಶನಲಾಲ್	roshanalaal
ರೋಸಿ	rosie
ರೊಸಾ	rossa
ರೋಸ್ಟರ್	roster
ರೋಟರಿ ಇಂಗ್ಲಿಷ್ ಮೀಡಿಯಮ್ ಸ್ಕೂಲ್	rotary english medium school
ರೋಟಿ ಕಪಡಾ ಔರ್ ಮಕಾನ್	roti kapada aur makan
ರೋಯಿಂಗ್	rowing
ರಾಯ್	roy
ರಾಯ್ ಫ್ರೆಡರಿಕ್ಸ್	roy fredericks
ರಾಯಲ್ ಅಹೋಲ್ಡ್	royal ahold
ರಾಯಲ್ ಆರ್ಕ್	royal arch
ರಾಯಲ್ ಮೈಲ್ ಹೋಲ್ಡಿಂಗ್ಸ್	royal mail holdings
ರಾಯಲ್ ಆಂಟಾರಿಯಾ ಮ್ಯೂಸಿಯಂ	royal ontario museum
ರಾಯ್ಡನ್ ಹೇಯ್ಸ್	roydon hayes
ರೋಝಾಲಿಯಾ	rozalia
ರೂಪೆಹು	ruapehu
ರುಬೈನಾ	rubaina
ರುಬಿಕನ್	rubicon
ರೂಬಿ	ruby
ರುಚಿ ಸೋಯಾ	ruchi soya
ರಿಚಿರ್	ruchir
ರುಚಿರ್	ruchir
ರುಚಿರಾ	ruchira
ರುಡೋಲ್ಫ್	rudolph
ರುದ್ರ ಪ್ರತಾಪ್ ಸಿಂಗ್	rudra pratap singh
ರುಡಿ	rudy
ರೂಡಿ ಗ್ಯುಲಾನಿ	rudy giuliani
ರುಫಿನಾ	rufina
ರುಫಿಯಾ	rufiyaa
ರಫಸ್	rufus
ರಗ್‌ಬೈ ಯೂನಿಯನ್ ವರ್ಲ್ಡ್ ಕಪ್	rugby union world cup
ರುಗ್ಗಿಯೆರೊ	ruggiero
ರುಕನಾಹ್	rukanah
ರುಕ್ಮಣಿ ಹರಣ್	rukmani haran
ರುಕ್ಮಣಿ ಸ್ವಯಂವರ್	rukmani swayamvar
ರುಕ್ಮಣಿ	rukmini
ರುಕ್ಮಿಣಿ	rukmini
ರುಮಾ	ruma
ರೂಮಾ	ruma
ರುಮೇಶ್ ರತ್ನಾಯಕೆ	rumesh ratnayake
ರುಪಯ್ಯಾ	rupaiya
ರುಪಾಣಾ	rupana
ರುಪೀ	rupee
ರೂಪೇಶ್	rupesh
ರುಪೈಯಾ	rupiah
ರುಪಯೆ ಕಿ ಕಹಾನಿ	rupye ki kahani
ರೂಸೋ	ruso
ರಸೆಲ್	russell
ರೂಸೆಲ್	russell
ರಸೆಲ್ ಕ್ರೋವಿ	russell krovi
ರಷ್ಯನ್ ಫೆಡರೇಶನ್	russian federation
ರಸ್ಸೊ-ಟರ್ಕಿಶ್ ವಾರ್	russo-turkish war
ರುಸ್ತಮ್	rustam
ರುಸ್ತಮ್-ಎ-ಹಿಂದ್	rustom-e-hind
ರುಸ್ತಮ್-ಶೌರಬ್	rustom-sohrab
ರುಥ್ ಬೇಡರ್ ಗಿನ್ಸ್‌ಬರ್ಗ್	ruth bader ginsburg
ರುಟ್ಲಾಂಡ್	rutland
ರಟ್ಲೆಜ್ಡ್	rutledge
ವೆನ್ಜೋರಿ ಮೌಂಟನ್ಸ್	rwenzori mountains
ರಯಾನ್ ಹಿಂಡ್ಸ್	ryan hinds
ರಯಾನ್ ಹರ್ಲೆ	ryan hurley
ರಯಾನ್ ರಾಮ್‌ದಾಸ್	ryan ramdass
ರಾಯನೇರ್ ಹೋಲ್ಡಿಂಗ್ಸ್	ryanair holdings
ಸಾಯಿರ್	sa'ir
ಸಾಬೂ	saabu
ಸಾದ್	saad
ಸಾದತ್	saadat
ಸಾದತ್ ಅಲಿ	saadat ali
ಸಾದಿ ಶಿರಾಜಿ	saadi shirazi
ಸಾಗರ ದೇವತಾ	saagar devataa
ಸಾಹಸ್	saahas
ಸಾಜನ್ ಬಿನಾ ಸುಹಾಗನ್	saajan bina suhagan
ಸಾಜನ್ ಕಾ ಘರ್	saajan ka ghar
ಸಾಜನ್ ಮೇರೆ ಮೇ ಸಾಜನ್ ಕಿ	saajan mere mein saajan ki
ಸಾಂಭೀ	saambhi
ಸಾಮ್ನಾ	saamna
ಸಾಮರಾ	saamra
ಸಾಮಿ	saamy
ಸಾನ್	saan
ಸಾಂಚ್ ಕೋ ಆಂಚ್ ನಹೀ	saanch ko aanch nahin
ಸಾಂಘಾ	saangha
ಸಾರನ್	saaran
ಸಾರಂಗ್	saarang
ಸಾರಂಗಧರ	saarangadhar
ಸಾರಂಗಪಾಣಿ	saarangapaani
ಸಾರಂಗೀ	saarangee
ಸಾರಾಂಶ್	saaransh
ಸಾರ್ಥ್	saarth
ಸಾರ್ಥಕ್	saarthak
ಸಾಸ್ ಭೀ ಕಭೀ ಬಹೂ ಥಿ	saas bhi kabhi bahu thi
ಸಾತ್ ಬಿಜಲಿಯಾ	saat bijliyan
ಸಾತ್ ಸಾತ್	saath saath
ಸಾಥೀ	saathee
ಸಾತ್ವಿಕ್	saatvik
ಸಾಜ್	saaz
ಸಬ್ ಕಾ ಉಸ್ತಾದ್	sab ka ustad
ಸಬಾ	sabah
ಸಬಾಹತ್	sabahat
ಸಬೀರ್	saber
ಸಬೆರ್	saber
ಸಬೆತಾ ಚರ್ಚ್ ಆಫ್ ಕ್ರಿಸ್ಟ್	sabetha church of christ
ಸಬಿಕ್	sabic
ಸಬೀಹಾ	sabihah
ಸಬೀಕಾ	sabiqah
ಸಬೀರಾ	sabira
ಸಬ್ನಿಸ್	sabnis
ಸಬೂತ್	saboot
ಸಬುರ್	sabur
ಸಬುರಾ	saburah
ಸಬ್ಜ್ ಬಾಗ್	sabz baag
ಸಚ್	sach
ಸಚದೇವಾ ಪಬ್ಲಿಕ್ ಸ್ಕೂಲ್, ರೋಹಿಣಿ	sachdeva public school, rohini
ಸಚೆತ್	sachet
ಸಚ್ಚಿ ಇಬಾದತ್	sachi ibadat
ಸೇಕ್ರೆಡ್ ಹಾರ್ಟ್ ಕೆಥೋಲಿಕ್	sacred heart catholic
ಸೇಕ್ರೆಡ್ ಹಾರ್ಟ್ ಗರ್ಲ್ಸ್ ಹೈ ಸ್ಕೂಲ್	sacred heart girls high school
ಸೇಕ್ರೆಡ್ ಹಾರ್ಟ್ ಸೀನಿಯರ್ ಸೆಕೆಂಡರಿ ಸ್ಕೂಲ್, ಚಂಡೀಗಢ್	sacred heart senior secondary school, chandigarh
ಸದಾ ಸುಹಾಗನ್	sada suhagan
ಸದಫ್	sadaf
ಸಡಗೋಪನ್ ರಮೇಶ್	sadagoppan ramesh
ಸದಾಕತ್	sadaqat
ಸದ್ದಾಂ ಹುಸೇನ್	saddam hussain
ಸದ್ಗುಣ	sadguna
ಸಾಧನ್	sadhan
ಸಾಧಿಕಾ	sadhika
ಸಾಧನಾ	sadhna
ಸಾಧೂ ಔರ್ ಶೈತಾನ್	sadhu aur shaitan
ಸಾದಿಕ್	sadiq
ಸಾದಿಕಾ	sadiqah
ಸದೀಯಾ	sadiyah
ಸದೂಫ್	sadoof
ಸದ್ಯೋಜಾತ	sadyojat
ಸೈದ್ ಎ ಹವಾಸ್	saed e havas
ಸಯೀದ್ ಅನ್ವರ್	saeed anwar
ಸಯೀದ್ ಆಜಾದ್	saeed azad
ಸಯೀದ್ ಬಿನ್ ನಾಸಿರ್	saeed bin nasir
ಸಫೇದ್ ಸವಾರ್	safed sawar
ಸಫೀನಾ	safeenah
ಸಫೀರ್	safeer
ಸೇಫ್‌ವೇ	safeway
ಸೇಫ್ರನ್	saffron
ಸಫೀ	safiyy
ಸಫುಲ್ ಇಸ್ಲಾಂ	saful islam
ಸಫ್ವಾ	safwah
ಸಾಗರ್	sagar
ಸಾಗರ್ ಕಾ ಶೇರ್	sagar ka sher
ಸಾಗರ್ ಕಿ ಕನ್ಯಾ	sagar ki kanya
ಸಾಗರಿಕಾ	sagarika
ಸಗ್ಗು	saggu
ಸಗೀರ್	sagheer
ಸಾಜಿಟೇರಿಯಸ್	sagittarius
ಸೆಗಟೇರಿಯಸ್	sagittarius
ಸಹಾಬ್	sahab
ಸಹದೇವ್	sahadev
ಸಹಜ್	sahaj
ಸಾಹಲ್‌ಪುರ್	sahalpur
ಸಹರಾನ್ಪುರ್	saharanpur
ಸಹಸ್ರಜಿತ್	sahasrajit
ಸಾಹೆಬ್	saheb
ಸಾಹೆಬ್ ಬಹಾದೂರ್	saheb bahadur
ಸಾಹೆಬ್ ಬಿವಾ ಗುಲಾಮ್	saheb biwi aur gulam
ಸಹೇಲಿ	saheli
ಸಾಹಿಬ್	sahib
ಸಾಹಿಲ್	sahil
ಸಹೀಮ್	sahim
ಸಹೀರಾ	sahirah
ಸಹಮ್	sahm
ಸಾಯಿ ಬಾಬಾ ಆಫ್ ಶಿರ್ಡಿ	sai baba of shirdi
ಸೈಫುನ್ ಸೆಮಿಕಂಡಕ್ಟರ್ಸ್	saifun semiconductors
ಸೈಲಿಂಗ್	sailing
ಸಾಯಿನಾಥ್	sainath
ಸೈಬಿ	sainbi
ಸೆಂಟ್ ಕೊಲಂಬಾಸ್ ಸ್ಕೂಲ್, ನ್ಯೂ ಡೆಲ್ಲಿ	saint columba's school, new delhi
ಸೇಂಟ್ ಕ್ರೋಕ್ಸ್	saint croix
